id,codice,titolo_it,titolo_en,livello,codice_padre,livello_padre,ordine,created_at,updated_at
2530,71.20,Collaudi e analisi tecniche,Technical testing and analysis,4,71.2,3,2530,2026-01-30 14:17:52,2026-01-30 14:17:52
2531,71.20.1,Collaudi e analisi tecniche di prodotti,Analytical testing of materials and products,5,71.20,4,2531,2026-01-30 14:17:52,2026-01-30 14:17:52
2532,71.20.11,Collaudi e analisi tecniche per indagini archeologiche,Technical testing and analysis for archaeological surveys,6,71.20.1,5,2532,2026-01-30 14:17:52,2026-01-30 14:17:52
2533,71.20.19,Altri collaudi e analisi tecniche di prodotti,Other technical testing and analysis of products,6,71.20.1,5,2533,2026-01-30 14:17:52,2026-01-30 14:17:52
2534,71.20.2,Attività di controllo di qualità e certificazione di prodotti,Quality assessment and certification of products,5,71.20,4,2534,2026-01-30 14:17:52,2026-01-30 14:17:52
2535,71.20.21,Attività di riconoscimento dell'origine dei prodotti,Product origin assessment activities,6,71.20.2,5,2535,2026-01-30 14:17:52,2026-01-30 14:17:52
2536,71.20.22,Revisione periodica a norma di legge dell'idoneità alla circolazione di autoveicoli e motocicli,Periodic road-safety testing of motor vehicles and motorcycles,6,71.20.2,5,2536,2026-01-30 14:17:52,2026-01-30 14:17:52
2537,71.20.29,Altre attività di controllo di qualità e certificazione di prodotti,Other quality assessment and certification of products,6,71.20.2,5,2537,2026-01-30 14:17:52,2026-01-30 14:17:52
2538,72,Ricerca scientifica e sviluppo,Scientific research and development,2,N,1,2538,2026-01-30 14:17:52,2026-01-30 14:17:52
2539,72.1,Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,Research and experimental development on natural sciences and engineering,3,72,2,2539,2026-01-30 14:17:52,2026-01-30 14:17:52
2540,72.10,Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,Research and experimental development on natural sciences and engineering,4,72.1,3,2540,2026-01-30 14:17:52,2026-01-30 14:17:52
2541,72.10.1,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,Research and experimental development on biotechnology,5,72.10,4,2541,2026-01-30 14:17:52,2026-01-30 14:17:52
2542,72.10.10,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,Research and experimental development on biotechnology,6,72.10.1,5,2542,2026-01-30 14:17:52,2026-01-30 14:17:52
2543,72.10.2,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,Other research and experimental development on natural sciences and engineering,5,72.10,4,2543,2026-01-30 14:17:52,2026-01-30 14:17:52
2544,72.10.21,Ricerca e sviluppo sperimentale nel campo della geologia,Research and experimental development on geology,6,72.10.2,5,2544,2026-01-30 14:17:52,2026-01-30 14:17:52
2545,72.10.22,Ricerca e sviluppo sperimentale nel campo della diagnostica per la conservazione dei beni culturali,Research and experimental development on conservation science,6,72.10.2,5,2545,2026-01-30 14:17:52,2026-01-30 14:17:52
2546,72.10.29,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria n.c.a.,Other research and experimental development on natural sciences and engineering n.e.c.,6,72.10.2,5,2546,2026-01-30 14:17:52,2026-01-30 14:17:52
2547,72.2,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,Research and experimental development on social sciences and humanities,3,72,2,2547,2026-01-30 14:17:52,2026-01-30 14:17:52
2548,72.20,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,Research and experimental development on social sciences and humanities,4,72.2,3,2548,2026-01-30 14:17:52,2026-01-30 14:17:52
2549,72.20.0,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,Research and experimental development on social sciences and humanities,5,72.20,4,2549,2026-01-30 14:17:52,2026-01-30 14:17:52
2550,72.20.01,Ricerca e sviluppo sperimentale nel campo dell'archeologia,Research and development on archaeology,6,72.20.0,5,2550,2026-01-30 14:17:52,2026-01-30 14:17:52
2551,72.20.09,Ricerca e sviluppo sperimentale nel campo delle altre scienze sociali e umanistiche,Other activities of research and experimental development on social sciences and humanities,6,72.20.0,5,2551,2026-01-30 14:17:52,2026-01-30 14:17:52
2552,73,"Attività di pubblicità, ricerche di mercato e pubbliche relazioni","Activities of advertising, market research and public relations",2,N,1,2552,2026-01-30 14:17:52,2026-01-30 14:17:52
2553,73.1,Pubblicità,Advertising,3,73,2,2553,2026-01-30 14:17:52,2026-01-30 14:17:52
2554,73.11,Attività di agenzie pubblicitarie,Activities of advertising agencies,4,73.1,3,2554,2026-01-30 14:17:52,2026-01-30 14:17:52
2555,73.11.0,Attività di agenzie pubblicitarie,Activities of advertising agencies,5,73.11,4,2555,2026-01-30 14:17:52,2026-01-30 14:17:52
2556,73.11.01,Ideazione di campagne pubblicitarie,Creative advertising services,6,73.11.0,5,2556,2026-01-30 14:17:52,2026-01-30 14:17:52
2557,73.11.02,Conduzione di campagne di marketing e altri servizi pubblicitari,Conducting marketing campaigns and other advertising services,6,73.11.0,5,2557,2026-01-30 14:17:52,2026-01-30 14:17:52
2558,73.11.03,Attività di influencer marketing,Influencer marketing,6,73.11.0,5,2558,2026-01-30 14:17:52,2026-01-30 14:17:52
2559,73.12,Attività di concessionarie pubblicitarie,Media representation,4,73.1,3,2559,2026-01-30 14:17:52,2026-01-30 14:17:52
2560,73.12.0,Attività di concessionarie pubblicitarie,Media representation,5,73.12,4,2560,2026-01-30 14:17:52,2026-01-30 14:17:52
2561,73.12.00,Attività di concessionarie pubblicitarie,Media representation,6,73.12.0,5,2561,2026-01-30 14:17:52,2026-01-30 14:17:52
2562,73.2,Ricerche di mercato e sondaggi di opinione,Market research and public opinion polling,3,73,2,2562,2026-01-30 14:17:52,2026-01-30 14:17:52
2563,73.20,Ricerche di mercato e sondaggi di opinione,Market research and public opinion polling,4,73.2,3,2563,2026-01-30 14:17:52,2026-01-30 14:17:52
2564,73.20.0,Ricerche di mercato e sondaggi di opinione,Market research and public opinion polling,5,73.20,4,2564,2026-01-30 14:17:52,2026-01-30 14:17:52
2565,73.20.00,Ricerche di mercato e sondaggi di opinione,Market research and public opinion polling,6,73.20.0,5,2565,2026-01-30 14:17:52,2026-01-30 14:17:52
2566,73.3,Pubbliche relazioni e comunicazione,Public relations and communication activities,3,73,2,2566,2026-01-30 14:17:52,2026-01-30 14:17:52
2567,73.30,Pubbliche relazioni e comunicazione,Public relations and communication activities,4,73.3,3,2567,2026-01-30 14:17:52,2026-01-30 14:17:52
2568,73.30.0,Pubbliche relazioni e comunicazione,Public relations and communication activities,5,73.30,4,2568,2026-01-30 14:17:52,2026-01-30 14:17:52
2569,73.30.01,Attività di rappresentanza di interessi,Lobbying activities,6,73.30.0,5,2569,2026-01-30 14:17:52,2026-01-30 14:17:52
2570,73.30.02,Attività di informazione scientifica inerente prodotti farmaceutici e articoli medicali per scopi promozionali,Activities of sales representatives of pharmaceutical goods for promotion purposes,6,73.30.0,5,2570,2026-01-30 14:17:52,2026-01-30 14:17:52
2571,73.30.03,Attività di promozione di altri prodotti,Activities of sales representatives of other goods for promotion purposes,6,73.30.0,5,2571,2026-01-30 14:17:52,2026-01-30 14:17:52
2572,73.30.09,Pubbliche relazioni e comunicazione n.c.a.,Public relations and communication activities n.e.c.,6,73.30.0,5,2572,2026-01-30 14:17:52,2026-01-30 14:17:52
2573,74,"Altre attività professionali, scientifiche e tecniche","Other professional, scientific and technical activities",2,N,1,2573,2026-01-30 14:17:52,2026-01-30 14:17:52
2574,74.1,Attività di progettazione specializzata,Specialised design activities,3,74,2,2574,2026-01-30 14:17:52,2026-01-30 14:17:52
2575,74.11,Attività di progettazione di prodotti industriali e di moda,Industrial product and fashion design activities,4,74.1,3,2575,2026-01-30 14:17:52,2026-01-30 14:17:52
2576,74.11.1,Attività di progettazione di prodotti industriali,Industrial product design activities,5,74.11,4,2576,2026-01-30 14:17:52,2026-01-30 14:17:52
2577,74.11.10,Attività di progettazione di prodotti industriali,Industrial product design activities,6,74.11.1,5,2577,2026-01-30 14:17:52,2026-01-30 14:17:52
2578,74.11.2,Attività di progettazione di moda,Fashion design activities,5,74.11,4,2578,2026-01-30 14:17:52,2026-01-30 14:17:52
2579,74.11.20,Attività di progettazione di moda,Fashion design activities,6,74.11.2,5,2579,2026-01-30 14:17:52,2026-01-30 14:17:52
2580,74.12,Attività di progettazione grafica e di comunicazione visiva,Graphic design and visual communication activities,4,74.1,3,2580,2026-01-30 14:17:52,2026-01-30 14:17:52
2581,74.12.0,Attività di progettazione grafica e di comunicazione visiva,Graphic design and visual communication activities,5,74.12,4,2581,2026-01-30 14:17:52,2026-01-30 14:17:52
2582,74.12.01,Grafica di pagine web,Graphic design of web pages,6,74.12.0,5,2582,2026-01-30 14:17:52,2026-01-30 14:17:52
2583,74.12.09,Altre attività di progettazione grafica e di comunicazione visiva,Other graphic design and visual communication activities,6,74.12.0,5,2583,2026-01-30 14:17:52,2026-01-30 14:17:52
2584,74.13,Attività di progettazione di interni,Interior design activities,4,74.1,3,2584,2026-01-30 14:17:52,2026-01-30 14:17:52
2585,74.13.0,Attività di progettazione di interni,Interior design activities,5,74.13,4,2585,2026-01-30 14:17:52,2026-01-30 14:17:52
2586,74.13.00,Attività di progettazione di interni,Interior design activities,6,74.13.0,5,2586,2026-01-30 14:17:52,2026-01-30 14:17:52
2587,74.14,Altre attività di progettazione specializzata,Other specialised design activities,4,74.1,3,2587,2026-01-30 14:17:52,2026-01-30 14:17:52
2588,74.14.0,Altre attività di progettazione specializzata,Other specialised design activities,5,74.14,4,2588,2026-01-30 14:17:52,2026-01-30 14:17:52
2589,74.14.01,Attività di progettazione specializzata fornite da disegnatori tecnici,Specialised design activities provided by draughtsmen,6,74.14.0,5,2589,2026-01-30 14:17:52,2026-01-30 14:17:52
2590,74.14.09,Altre attività di progettazione specializzata n.c.a.,Other specialised design activities n.e.c.,6,74.14.0,5,2590,2026-01-30 14:17:52,2026-01-30 14:17:52
2591,74.2,Attività fotografiche,Photographic activities,3,74,2,2591,2026-01-30 14:17:52,2026-01-30 14:17:52
2592,74.20,Attività fotografiche,Photographic activities,4,74.2,3,2592,2026-01-30 14:17:52,2026-01-30 14:17:52
2593,74.20.1,Attività fotografiche specializzate,Specialised photographic activities,5,74.20,4,2593,2026-01-30 14:17:52,2026-01-30 14:17:52
2594,74.20.11,Attività fotografiche fornite da fotoreporter,Activities of photojournalists,6,74.20.1,5,2594,2026-01-30 14:17:52,2026-01-30 14:17:52
2595,74.20.12,Attività fotografiche aeree e subacquee,Aerial and underwater photography,6,74.20.1,5,2595,2026-01-30 14:17:52,2026-01-30 14:17:52
2596,74.20.19,Altre attività fotografiche specializzate,Other specialised photographic activities,6,74.20.1,5,2596,2026-01-30 14:17:52,2026-01-30 14:17:52
2597,74.20.2,Attività di sviluppo e stampa e altre attività fotografiche,Photographic processing and other photographic activities,5,74.20,4,2597,2026-01-30 14:17:52,2026-01-30 14:17:52
2598,74.20.20,Attività di sviluppo e stampa e altre attività fotografiche,Photographic processing and other photographic activities,6,74.20.2,5,2598,2026-01-30 14:17:52,2026-01-30 14:17:52
2599,74.3,Attività di traduzione e interpretariato,Translation and interpretation activities,3,74,2,2599,2026-01-30 14:17:52,2026-01-30 14:17:52
2600,74.30,Attività di traduzione e interpretariato,Translation and interpretation activities,4,74.3,3,2600,2026-01-30 14:17:52,2026-01-30 14:17:52
2601,74.30.0,Attività di traduzione e interpretariato,Translation and interpretation activities,5,74.30,4,2601,2026-01-30 14:17:52,2026-01-30 14:17:52
2602,74.30.00,Attività di traduzione e interpretariato,Translation and interpretation activities,6,74.30.0,5,2602,2026-01-30 14:17:52,2026-01-30 14:17:52
2603,74.9,"Altre attività professionali, scientifiche e tecniche n.c.a.","Other professional, scientific and technical activities n.e.c.",3,74,2,2603,2026-01-30 14:17:52,2026-01-30 14:17:52
2604,74.91,Attività di servizi di intermediazione e marketing di brevetti,Patent brokering and marketing service activities,4,74.9,3,2604,2026-01-30 14:17:52,2026-01-30 14:17:52
2605,74.91.0,Attività di servizi di intermediazione e marketing di brevetti,Patent brokering and marketing service activities,5,74.91,4,2605,2026-01-30 14:17:52,2026-01-30 14:17:52
2606,74.91.00,Attività di servizi di intermediazione e marketing di brevetti,Patent brokering and marketing service activities,6,74.91.0,5,2606,2026-01-30 14:17:52,2026-01-30 14:17:52
2607,74.99,"Tutte le altre attività professionali, scientifiche e tecniche n.c.a.","All other professional, scientific and technical activities n.e.c.",4,74.9,3,2607,2026-01-30 14:17:52,2026-01-30 14:17:52
2608,74.99.1,Attività di consulenza agraria,Agricultural consulting activities,5,74.99,4,2608,2026-01-30 14:17:52,2026-01-30 14:17:52
2609,74.99.11,Attività di consulenza agraria fornite da agronomi,Agricultural consulting activities provided by agronomists,6,74.99.1,5,2609,2026-01-30 14:17:52,2026-01-30 14:17:52
2610,74.99.12,Attività di consulenza agraria fornite da agrotecnici,Agricultural consulting activities provided by agrotechnicians,6,74.99.1,5,2610,2026-01-30 14:17:52,2026-01-30 14:17:52
2611,74.99.13,Attività di consulenza agraria fornite da periti agrari,Agricultural consulting activities provided by agricultural surveyors,6,74.99.1,5,2611,2026-01-30 14:17:52,2026-01-30 14:17:52
2612,74.99.14,Attività di consulenza agraria fornite da altri economisti specializzati in agricoltura,Agricultural consulting activities provided by other agricultural economists,6,74.99.1,5,2612,2026-01-30 14:17:52,2026-01-30 14:17:52
2613,74.99.15,Attività di consulenza agraria viticolo enologica fornite da enologi,Agricultural wine-growing and wine-making consulting activities provided by oenologists,6,74.99.1,5,2613,2026-01-30 14:17:52,2026-01-30 14:17:52
2614,74.99.16,Attività di consulenza agraria viticolo enologica fornite da enotecnici,Agricultural wine-growing and wine-making consulting activities provided by wine technicians,6,74.99.1,5,2614,2026-01-30 14:17:52,2026-01-30 14:17:52
2615,74.99.19,Altre attività di consulenza agraria n.c.a.,Agricultural consulting activities n.e.c.,6,74.99.1,5,2615,2026-01-30 14:17:52,2026-01-30 14:17:52
2616,74.99.2,Attività di consulenza in materia di sicurezza,Security consulting activities,5,74.99,4,2616,2026-01-30 14:17:52,2026-01-30 14:17:52
2617,74.99.21,Attività di consulenza in materia di sicurezza e salute dei posti di lavoro,Consulting in the area of occupational safety and health at the workplace,6,74.99.2,5,2617,2026-01-30 14:17:52,2026-01-30 14:17:52
2618,74.99.29,Altre attività di consulenza in materia di sicurezza,Other security consulting activities,6,74.99.2,5,2618,2026-01-30 14:17:52,2026-01-30 14:17:52
2619,74.99.3,Attività di consulenza ambientale e di risparmio energetico,Environmental consulting and energy saving advice activities,5,74.99,4,2619,2026-01-30 14:17:52,2026-01-30 14:17:52
2620,74.99.31,Attività di consulenza in materia di prevenzione e riduzione dell'inquinamento e di gestione dei rifiuti,Consulting in the area of prevention and reduction of pollution and of waste management,6,74.99.3,5,2620,2026-01-30 14:17:52,2026-01-30 14:17:52
2621,74.99.32,"Attività di consulenza in materia di gestione delle risorse energetiche, energie rinnovabili ed efficienza energetica","Consulting in the area of energy resource management, renewable energy and energy efficiency",6,74.99.3,5,2621,2026-01-30 14:17:52,2026-01-30 14:17:52
2622,74.99.33,"Attività di consulenza in materia di gestione delle risorse idriche, minerali e altre risorse naturali per usi differenti da quelli energetici","Consulting in the area of management of water, mineral and other natural resources used for non-energy purposes",6,74.99.3,5,2622,2026-01-30 14:17:52,2026-01-30 14:17:52
2623,74.99.4,Attività di consulenza in enogastronomia,Consulting activities in enogastronomy (wine and food),5,74.99,4,2623,2026-01-30 14:17:52,2026-01-30 14:17:52
2624,74.99.41,Attività di consulenza fornite da enotecari e sommelier,Consulting activities provided by wine merchants and sommeliers,6,74.99.4,5,2624,2026-01-30 14:17:52,2026-01-30 14:17:52
2625,74.99.42,Attività di consulenza in gastronomia,Consulting activities in gastronomy,6,74.99.4,5,2625,2026-01-30 14:17:52,2026-01-30 14:17:52
2626,74.99.9,"Altre attività varie professionali, scientifiche e tecniche n.c.a.","Other various professional, scientific and technical activities n.e.c.",5,74.99,4,2626,2026-01-30 14:17:52,2026-01-30 14:17:52
2627,74.99.91,Attività tecniche svolte da periti industriali,Technical consulting provided by industrial experts,6,74.99.9,5,2627,2026-01-30 14:17:52,2026-01-30 14:17:52
2628,74.99.92,Attività di previsione meteorologica,Weather forecasting activities,6,74.99.9,5,2628,2026-01-30 14:17:52,2026-01-30 14:17:52
2629,74.99.93,"Attività di agenzie, agenti e procuratori per lo spettacolo e lo sport",Activities carried out by entertainment and sport agents and agencies on behalf of individuals,6,74.99.9,5,2629,2026-01-30 14:17:52,2026-01-30 14:17:52
2630,74.99.94,Attività di consulenza tecnica in ambito grafologico,Technical consulting on graphology,6,74.99.9,5,2630,2026-01-30 14:17:52,2026-01-30 14:17:52
2631,74.99.99,"Tutte le altre attività varie professionali, scientifiche e tecniche n.c.a.","All other various professional, scientific and technical activities n.e.c.",6,74.99.9,5,2631,2026-01-30 14:17:52,2026-01-30 14:17:52
2632,75,Servizi veterinari,Veterinary activities,2,N,1,2632,2026-01-30 14:17:52,2026-01-30 14:17:52
2633,75.0,Servizi veterinari,Veterinary activities,3,75,2,2633,2026-01-30 14:17:52,2026-01-30 14:17:52
2634,75.00,Servizi veterinari,Veterinary activities,4,75.0,3,2634,2026-01-30 14:17:52,2026-01-30 14:17:52
2635,75.00.0,Servizi veterinari,Veterinary activities,5,75.00,4,2635,2026-01-30 14:17:52,2026-01-30 14:17:52
2636,75.00.00,Servizi veterinari,Veterinary activities,6,75.00.0,5,2636,2026-01-30 14:17:52,2026-01-30 14:17:52
2637,O,ATTIVITÀ AMMINISTRATIVE E DI SERVIZI DI SUPPORTO,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1,,,2637,2026-01-30 14:17:52,2026-01-30 14:17:52
2638,77,Attività di noleggio e leasing operativo,Rental and leasing activities,2,O,1,2638,2026-01-30 14:17:52,2026-01-30 14:17:52
2639,77.1,Noleggio e leasing operativo di autoveicoli,Rental and leasing of motor vehicles,3,77,2,2639,2026-01-30 14:17:52,2026-01-30 14:17:52
2640,77.11,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Rental and leasing of cars and light motor vehicles,4,77.1,3,2640,2026-01-30 14:17:52,2026-01-30 14:17:52
2641,77.11.0,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Rental and leasing of cars and light motor vehicles,5,77.11,4,2641,2026-01-30 14:17:52,2026-01-30 14:17:52
2642,77.11.00,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Rental and leasing of cars and light motor vehicles,6,77.11.0,5,2642,2026-01-30 14:17:52,2026-01-30 14:17:52
2643,77.12,Noleggio e leasing operativo di autocarri,Rental and leasing of trucks,4,77.1,3,2643,2026-01-30 14:17:52,2026-01-30 14:17:52
2644,77.12.0,Noleggio e leasing operativo di autocarri,Rental and leasing of trucks,5,77.12,4,2644,2026-01-30 14:17:52,2026-01-30 14:17:52
2645,77.12.00,Noleggio e leasing operativo di autocarri,Rental and leasing of trucks,6,77.12.0,5,2645,2026-01-30 14:17:52,2026-01-30 14:17:52
2646,77.2,Noleggio e leasing operativo di beni per uso personale e per la casa,Rental and leasing of personal and household goods,3,77,2,2646,2026-01-30 14:17:52,2026-01-30 14:17:52
2647,77.21,Noleggio e leasing operativo di attrezzature e articoli sportivi e ricreativi,Rental and leasing of recreational and sports goods,4,77.2,3,2647,2026-01-30 14:17:52,2026-01-30 14:17:52
2648,77.21.0,Noleggio e leasing operativo di attrezzature e articoli sportivi e ricreativi,Rental and leasing of recreational and sports goods,5,77.21,4,2648,2026-01-30 14:17:52,2026-01-30 14:17:52
2649,77.21.01,Noleggio e leasing operativo di biciclette,Rental and leasing of bicycles,6,77.21.0,5,2649,2026-01-30 14:17:52,2026-01-30 14:17:52
2650,77.21.02,Noleggio e leasing operativo di imbarcazioni da diporto senza operatore,Rental and leasing of pleasure boats without operator,6,77.21.0,5,2650,2026-01-30 14:17:52,2026-01-30 14:17:52
2651,77.21.09,Noleggio e leasing operativo di altre attrezzature e articoli sportivi e ricreativi,Rental and leasing of other recreational and sports goods,6,77.21.0,5,2651,2026-01-30 14:17:52,2026-01-30 14:17:52
2652,77.22,Noleggio e leasing operativo di altri beni per uso personale e per la casa,Rental and leasing of other personal and household goods,4,77.2,3,2652,2026-01-30 14:17:52,2026-01-30 14:17:52
2653,77.22.1,"Noleggio e leasing operativo di tessili, articoli di abbigliamento e calzature","Rental and leasing of textiles, wearing apparel and footwear",5,77.22,4,2653,2026-01-30 14:17:52,2026-01-30 14:17:52
2654,77.22.10,"Noleggio e leasing operativo di tessili, articoli di abbigliamento e calzature","Rental and leasing of textiles, wearing apparel and footwear",6,77.22.1,5,2654,2026-01-30 14:17:52,2026-01-30 14:17:52
2655,77.22.9,Noleggio e leasing operativo di altri beni per uso personale e per la casa n.c.a.,Rental and leasing of other personal and household goods n.e.c.,5,77.22,4,2655,2026-01-30 14:17:52,2026-01-30 14:17:52
2656,77.22.90,Noleggio e leasing operativo di altri beni per uso personale e per la casa n.c.a.,Rental and leasing of other personal and household goods n.e.c.,6,77.22.9,5,2656,2026-01-30 14:17:52,2026-01-30 14:17:52
2657,77.3,"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali","Rental and leasing of other machinery, equipment and tangible goods",3,77,2,2657,2026-01-30 14:17:52,2026-01-30 14:17:52
2658,77.31,Noleggio e leasing operativo di macchine e attrezzature agricole,Rental and leasing of agricultural machinery and equipment,4,77.3,3,2658,2026-01-30 14:17:52,2026-01-30 14:17:52
2659,77.31.0,Noleggio e leasing operativo di macchine e attrezzature agricole,Rental and leasing of agricultural machinery and equipment,5,77.31,4,2659,2026-01-30 14:17:52,2026-01-30 14:17:52
2660,77.31.00,Noleggio e leasing operativo di macchine e attrezzature agricole,Rental and leasing of agricultural machinery and equipment,6,77.31.0,5,2660,2026-01-30 14:17:52,2026-01-30 14:17:52
2661,77.32,Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile,Rental and leasing of construction and civil engineering machinery and equipment,4,77.3,3,2661,2026-01-30 14:17:52,2026-01-30 14:17:52
2662,77.32.0,Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile,Rental and leasing of construction and civil engineering machinery and equipment,5,77.32,4,2662,2026-01-30 14:17:52,2026-01-30 14:17:52
2663,77.32.00,Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile,Rental and leasing of construction and civil engineering machinery and equipment,6,77.32.0,5,2663,2026-01-30 14:17:52,2026-01-30 14:17:52
2664,77.33,"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio","Rental and leasing of office machinery, equipment and computers",4,77.3,3,2664,2026-01-30 14:17:52,2026-01-30 14:17:52
2665,77.33.0,"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio","Rental and leasing of office machinery, equipment and computers",5,77.33,4,2665,2026-01-30 14:17:52,2026-01-30 14:17:52
2666,77.33.00,"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio","Rental and leasing of office machinery, equipment and computers",6,77.33.0,5,2666,2026-01-30 14:17:52,2026-01-30 14:17:52
2667,77.34,"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri",Rental and leasing of water transport equipment,4,77.3,3,2667,2026-01-30 14:17:52,2026-01-30 14:17:52
2668,77.34.0,"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri",Rental and leasing of water transport equipment,5,77.34,4,2668,2026-01-30 14:17:52,2026-01-30 14:17:52
2669,77.34.00,"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri",Rental and leasing of water transport equipment,6,77.34.0,5,2669,2026-01-30 14:17:52,2026-01-30 14:17:52
2670,77.35,Noleggio e leasing operativo di mezzi di trasporto aereo,Rental and leasing of air transport equipment,4,77.3,3,2670,2026-01-30 14:17:52,2026-01-30 14:17:52
2671,77.35.0,Noleggio e leasing operativo di mezzi di trasporto aereo,Rental and leasing of air transport equipment,5,77.35,4,2671,2026-01-30 14:17:52,2026-01-30 14:17:52
2672,77.35.00,Noleggio e leasing operativo di mezzi di trasporto aereo,Rental and leasing of air transport equipment,6,77.35.0,5,2672,2026-01-30 14:17:52,2026-01-30 14:17:52
2673,77.39,"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali n.c.a.","Rental and leasing of other machinery, equipment and tangible goods n.e.c.",4,77.3,3,2673,2026-01-30 14:17:52,2026-01-30 14:17:52
2674,77.39.1,Noleggio e leasing operativo di altri mezzi di trasporto terrestre,Rental and leasing of other land transport equipment,5,77.39,4,2674,2026-01-30 14:17:52,2026-01-30 14:17:52
2675,77.39.10,Noleggio e leasing operativo di altri mezzi di trasporto terrestre,Rental and leasing of other land transport equipment,6,77.39.1,5,2675,2026-01-30 14:17:52,2026-01-30 14:17:52
2676,77.39.9,"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali n.c.a., esclusi altri mezzi di trasporto terrestre","Rental and leasing of other machinery, equipment and tangible goods n.e.c., other than land transport equipment",5,77.39,4,2676,2026-01-30 14:17:52,2026-01-30 14:17:52
2677,77.39.91,Noleggio e leasing operativo di apparecchi di sollevamento e movimentazione merci,Rental and leasing of lifting and handling equipment,6,77.39.9,5,2677,2026-01-30 14:17:52,2026-01-30 14:17:52
2678,77.39.92,Noleggio e leasing operativo di strutture e attrezzature per manifestazioni e spettacoli,Rental and leasing of furniture and equipment for events,6,77.39.9,5,2678,2026-01-30 14:17:52,2026-01-30 14:17:52
2679,77.39.99,"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali vari n.c.a.","Rental and leasing of other various machinery, equipment and tangible goods n.e.c.",6,77.39.9,5,2679,2026-01-30 14:17:52,2026-01-30 14:17:52
2680,77.4,"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore","Leasing of intellectual property and similar products, except copyrighted works",3,77,2,2680,2026-01-30 14:17:52,2026-01-30 14:17:52
2681,77.40,"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore","Leasing of intellectual property and similar products, except copyrighted works",4,77.4,3,2681,2026-01-30 14:17:52,2026-01-30 14:17:52
2682,77.40.0,"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore","Leasing of intellectual property and similar products, except copyrighted works",5,77.40,4,2682,2026-01-30 14:17:52,2026-01-30 14:17:52
2683,77.40.00,"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore","Leasing of intellectual property and similar products, except copyrighted works",6,77.40.0,5,2683,2026-01-30 14:17:52,2026-01-30 14:17:52
2684,77.5,Attività di servizi di intermediazione per il noleggio e il leasing operativo di beni materiali e beni immateriali non finanziari,Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets,3,77,2,2684,2026-01-30 14:17:52,2026-01-30 14:17:52
2685,77.51,"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi","Intermediation service activities for rental and leasing of cars, motorhomes and trailers",4,77.5,3,2685,2026-01-30 14:17:52,2026-01-30 14:17:52
2686,77.51.0,"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi","Intermediation service activities for rental and leasing of cars, motorhomes and trailers",5,77.51,4,2686,2026-01-30 14:17:52,2026-01-30 14:17:52
2687,77.51.00,"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi","Intermediation service activities for rental and leasing of cars, motorhomes and trailers",6,77.51.0,5,2687,2026-01-30 14:17:52,2026-01-30 14:17:52
2688,77.52,Attività di servizi di intermediazione per il noleggio e il leasing operativo di altri beni materiali e beni immateriali non finanziari,Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets,4,77.5,3,2688,2026-01-30 14:17:52,2026-01-30 14:17:52
